TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
stomach-carcinoma-mucinous_adenocarcinoma	stomach-carcinoma-mucinous_adenocarcinoma	0.999999999979548	-2.04515167576678e-11	13	0	0	23	17775
bone-sacrum-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	bone-sacrum-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	0.999999999979548	-2.04515167576678e-11	13	0	0	23	17775
ilium	ilium	0.999999999980917	-1.90833925723438e-11	91	0	0	23	17775
oligoastrocytoma_Grade_III	oligoastrocytoma_Grade_III	0.999999999981944	-1.80564154564395e-11	274	0	0	23	17775
rib	rib	0.999999999981944	-1.80564154564395e-11	274	0	0	23	17775
angioimmunoblastic_T_cell_lymphoma	angioimmunoblastic_T_cell_lymphoma	0.99999999998232	-1.76797580598486e-11	272	0	0	23	17775
acral	acral	0.99999999998232	-1.76797580598486e-11	272	0	0	23	17775
third_ventricle	third_ventricle	0.999999999983196	-1.68042257622774e-11	45	0	0	23	17775
alveolar_soft_part_sarcoma	alveolar_soft_part_sarcoma	0.999999999983196	-1.68042257622774e-11	45	0	0	23	17775
bone-vertebrae-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	bone-vertebrae-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	0.999999999983196	-1.68042257622774e-11	45	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-alveolar_soft_part_sarcoma	soft_tissue-fibrous_tissue_and_uncertain_origin-alveolar_soft_part_sarcoma	0.999999999983196	-1.68042257622774e-11	45	0	0	23	17775
tongue	tongue	0.999999999983196	-1.68042257622774e-11	45	0	0	23	17775
anaplastic_large_cell_lymphoma	anaplastic_large_cell_lymphoma	0.999999999983196	-1.68042257622774e-11	45	0	0	23	17775
parietooccipital	parietooccipital	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
serrated_polyp	serrated_polyp	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
vagina	vagina	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
myxoid	myxoid	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
large_intestine-colon-serrated_polyp-serrated_adenoma	large_intestine-colon-serrated_polyp-serrated_adenoma	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
soft_tissue-fat-liposarcoma-pleomorphic	soft_tissue-fat-liposarcoma-pleomorphic	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
normal	normal	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
bone-mandible-other-ameloblastoma	bone-mandible-other-ameloblastoma	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-precursor_T_cell_lymphoblastic_lymphoma	haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-precursor_T_cell_lymphoblastic_lymphoma	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
ameloblastoma	ameloblastoma	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
flank	flank	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
skin-leg-adnexal_tumour-malignant_adnexal_tumour	skin-leg-adnexal_tumour-malignant_adnexal_tumour	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
urinary_tract-carcinoma	urinary_tract-carcinoma	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
central_nervous_system-brain-glioma-ependymoma_Grade_III-IV	central_nervous_system-brain-glioma-ependymoma_Grade_III-IV	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
serrated_adenoma	serrated_adenoma	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
neurocristic_hamartoma	neurocristic_hamartoma	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
tubular	tubular	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
renal_pelvis	renal_pelvis	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
skin-other-neurocristic_hamartoma	skin-other-neurocristic_hamartoma	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
embryonal_carcinoma	embryonal_carcinoma	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
skin-adnexal_tumour-malignant_adnexal_tumour	skin-adnexal_tumour-malignant_adnexal_tumour	0.999999999985231	-1.47690433296677e-11	16	0	0	23	17775
cerebellum	cerebellum	0.999999999985292	-1.4707786908047e-11	801	0	0	23	17775
non_seminoma	non_seminoma	0.999999999986416	-1.35840894755421e-11	505	0	0	23	17775
adrenal_gland-adrenal_gland-pheochromocytoma-benign	adrenal_gland-adrenal_gland-pheochromocytoma-benign	0.99999999998649	-1.35095262649555e-11	227	0	0	23	17775
humerus	humerus	0.999999999987104	-1.28957279707123e-11	568	0	0	23	17775
submaxillary	submaxillary	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
testis-germ_cell_tumour-choriocarcinoma	testis-germ_cell_tumour-choriocarcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
bone-osteosarcoma-chondroblastic	bone-osteosarcoma-chondroblastic	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-malignant_histiocytosis	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-malignant_histiocytosis	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-glioma-astrocytoma_Grade_IV	central_nervous_system-glioma-astrocytoma_Grade_IV	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
bilateral	bilateral	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
haematopoietic_and_lymphoid_tissue-ocular_adnexa-lymphoid_neoplasm-MALT_lymphoma	haematopoietic_and_lymphoid_tissue-ocular_adnexa-lymphoid_neoplasm-MALT_lymphoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-neck-other-lichenoid_keratosis	skin-neck-other-lichenoid_keratosis	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
gastrointestinal_tract_(site_indeterminate)-carcinoma-adenocarcinoma	gastrointestinal_tract_(site_indeterminate)-carcinoma-adenocarcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
kidney-Wilms_tumour-bilateral	kidney-Wilms_tumour-bilateral	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-flank-other-lichenoid_keratosis	skin-flank-other-lichenoid_keratosis	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
upper_aerodigestive_tract-trachea-other-papilloma	upper_aerodigestive_tract-trachea-other-papilloma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-parietal_lobe-glioma-oligoastrocytoma_Grade_II	central_nervous_system-parietal_lobe-glioma-oligoastrocytoma_Grade_II	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
follicular_dendritic_cell_sarcoma	follicular_dendritic_cell_sarcoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-frontoparietal-glioma-astrocytoma_Grade_IV	central_nervous_system-frontoparietal-glioma-astrocytoma_Grade_IV	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-primary_effusion_lymphoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-primary_effusion_lymphoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
acute_lymphoblastic_leukaemia_therapy_related	acute_lymphoblastic_leukaemia_therapy_related	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
haematopoietic_and_lymphoid_tissue-eye-lymphoid_neoplasm-marginal_zone_lymphoma	haematopoietic_and_lymphoid_tissue-eye-lymphoid_neoplasm-marginal_zone_lymphoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
ovary-sex_cord-stromal_tumour-gynandroblastoma	ovary-sex_cord-stromal_tumour-gynandroblastoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
large_intestine-colon-other-dysplasia	large_intestine-colon-other-dysplasia	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
acetabulum	acetabulum	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
salivary_gland-tongue-carcinoma-cribriform_adenocarcinoma	salivary_gland-tongue-carcinoma-cribriform_adenocarcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
bone-femur-other-giant_cell_tumour	bone-femur-other-giant_cell_tumour	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
salivary_gland-lymph_node-carcinoma-adenoid_cystic_carcinoma	salivary_gland-lymph_node-carcinoma-adenoid_cystic_carcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
large_intestine-caecum-serrated_polyp-serrated_adenoma	large_intestine-caecum-serrated_polyp-serrated_adenoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
thyroid-carcinoma-mixed_papillary_and_follicular_carcinoma	thyroid-carcinoma-mixed_papillary_and_follicular_carcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
pneumocytoma_(sclerosing_haemangioma)	pneumocytoma_(sclerosing_haemangioma)	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
stomach-other-dysplasia	stomach-other-dysplasia	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
salivary_gland-sphenoid_sinus-carcinoma-adenoid_cystic_carcinoma	salivary_gland-sphenoid_sinus-carcinoma-adenoid_cystic_carcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
autonomic_ganglia-abdomen-paraganglioma	autonomic_ganglia-abdomen-paraganglioma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
papillary_glioneuronal_tumour	papillary_glioneuronal_tumour	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
hyalinizing_trabecular_tumour	hyalinizing_trabecular_tumour	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-arm-malignant_melanoma-nodular	skin-arm-malignant_melanoma-nodular	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
buccal	buccal	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
Peutz-Jeghers_polyp	Peutz-Jeghers_polyp	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
ear_canal	ear_canal	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm-follicular_lymphoma	haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm-follicular_lymphoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
sebaceous_carcinoma	sebaceous_carcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-cerebellum-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	central_nervous_system-cerebellum-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
polymorphous_low_grade_adenocarcinoma	polymorphous_low_grade_adenocarcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
lipoblastoma	lipoblastoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
ganglioglioma-dysembryoplastic_neuroepithelial_tumour	ganglioglioma-dysembryoplastic_neuroepithelial_tumour	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-parietal_lobe-glioma-astrocytoma_Grade_III	central_nervous_system-parietal_lobe-glioma-astrocytoma_Grade_III	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-lower_back-other-lichenoid_keratosis	skin-lower_back-other-lichenoid_keratosis	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
bone-extraskeletal-other-chondroma	bone-extraskeletal-other-chondroma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-brainstem-other-ganglioglioma	central_nervous_system-brainstem-other-ganglioglioma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
cemento-ossifying_fibroma	cemento-ossifying_fibroma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
astroblastoma_Grade_III	astroblastoma_Grade_III	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-supratentorial-glioma-astrocytoma_Grade_III	central_nervous_system-supratentorial-glioma-astrocytoma_Grade_III	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-forearm-other-lichenoid_keratosis	skin-forearm-other-lichenoid_keratosis	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
large_intestine-other-neoplasm	large_intestine-other-neoplasm	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-lower_leg-malignant_melanoma-superficial_spreading	skin-lower_leg-malignant_melanoma-superficial_spreading	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
malignant_histiocytosis	malignant_histiocytosis	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
endometrium-other-adenomyoma	endometrium-other-adenomyoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-shoulder-other-nevus_sebaceous	skin-shoulder-other-nevus_sebaceous	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
mixed_papillary_and_follicular_carcinoma	mixed_papillary_and_follicular_carcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-leg-other-keratoacanthoma	skin-leg-other-keratoacanthoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
frontobasal	frontobasal	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-face-other-nevus_sebaceous	skin-face-other-nevus_sebaceous	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-ear-other-nevus_sebaceous	skin-ear-other-nevus_sebaceous	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
kidney-other-angiomyolipoma	kidney-other-angiomyolipoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-pineal_gland-primitive_neuroectodermal_tumour-medulloblastoma-pineoblastoma	central_nervous_system-pineal_gland-primitive_neuroectodermal_tumour-medulloblastoma-pineoblastoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
soft_tissue-blood_vessel-haemangioma-cavernous	soft_tissue-blood_vessel-haemangioma-cavernous	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
lung-left_upper_lobe-carcinoma-acinar_adenocarcinoma	lung-left_upper_lobe-carcinoma-acinar_adenocarcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-trunk-other-keratoacanthoma	skin-trunk-other-keratoacanthoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
breast-carcinoma-medullary_carcinoma	breast-carcinoma-medullary_carcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-scalp-other-nevus_sebaceous	skin-scalp-other-nevus_sebaceous	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-forearm-benign_melanocytic_nevus	skin-forearm-benign_melanocytic_nevus	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
lung-other-pneumocytoma_(sclerosing_haemangioma)	lung-other-pneumocytoma_(sclerosing_haemangioma)	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia_myelodysplastic_syndrome_therapy_related_NOS	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia_myelodysplastic_syndrome_therapy_related_NOS	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
sphenoid_sinus	sphenoid_sinus	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
thyroid-other-Graves_disease	thyroid-other-Graves_disease	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-forearm-benign_melanocytic_nevus-Spitz	skin-forearm-benign_melanocytic_nevus-Spitz	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
upper_aerodigestive_tract-mouth-other-leukoplakia-hyperplakia-erythroplakia	upper_aerodigestive_tract-mouth-other-leukoplakia-hyperplakia-erythroplakia	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-head_neck-other-keratoacanthoma	skin-head_neck-other-keratoacanthoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-scalp-benign_melanocytic_nevus	skin-scalp-benign_melanocytic_nevus	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
Hurthle_cell_tumour	Hurthle_cell_tumour	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
urinary_tract-bladder-carcinoma-undifferentiated_carcinoma	urinary_tract-bladder-carcinoma-undifferentiated_carcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-buttock-benign_melanocytic_nevus-melanocytic_tumour	skin-buttock-benign_melanocytic_nevus-melanocytic_tumour	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
plasmacytoma	plasmacytoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
cribriform_adenocarcinoma	cribriform_adenocarcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-arm-benign_melanocytic_nevus-blue	skin-arm-benign_melanocytic_nevus-blue	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
minor	minor	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-sole-malignant_melanoma	skin-sole-malignant_melanoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
myoepithelioma	myoepithelioma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
ovary-adenoma-adenofibroma	ovary-adenoma-adenofibroma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
adenofibroma	adenofibroma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-brain-other-desmoplastic_infantile_ganglioglioma	central_nervous_system-brain-other-desmoplastic_infantile_ganglioglioma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-sella_turcica-glioma-astrocytoma_Grade_I	central_nervous_system-sella_turcica-glioma-astrocytoma_Grade_I	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
large_intestine-adenoma-villous	large_intestine-adenoma-villous	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
haematopoietic_and_lymphoid_tissue-abdomen-lymphoid_neoplasm-Burkitt_lymphoma	haematopoietic_and_lymphoid_tissue-abdomen-lymphoid_neoplasm-Burkitt_lymphoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-pineal_gland-glioma-astrocytoma_Grade_III	central_nervous_system-pineal_gland-glioma-astrocytoma_Grade_III	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-ear-malignant_melanoma-spitzoid	skin-ear-malignant_melanoma-spitzoid	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
large_intestine-rectum-other-hamartoma	large_intestine-rectum-other-hamartoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
central_nervous_system-frontotemporal-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-frontotemporal-primitive_neuroectodermal_tumour-medulloblastoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
salivary_gland-mouth_floor-carcinoma-cribriform_adenocarcinoma	salivary_gland-mouth_floor-carcinoma-cribriform_adenocarcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-follicular_dendritic_cell_sarcoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-follicular_dendritic_cell_sarcoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
skin-foot-benign_melanocytic_nevus-melanocytic_tumour	skin-foot-benign_melanocytic_nevus-melanocytic_tumour	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
salivary_gland-ear_canal-carcinoma-adenoid_cystic_carcinoma	salivary_gland-ear_canal-carcinoma-adenoid_cystic_carcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
salivary_gland-buccal-carcinoma-adenoid_cystic_carcinoma	salivary_gland-buccal-carcinoma-adenoid_cystic_carcinoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
bone-tibia-osteosarcoma-chondroblastic	bone-tibia-osteosarcoma-chondroblastic	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.999999999987229	-1.27711875319149e-11	5	0	0	23	17775
